"Course Title","Course URL","Duration","Rating"
"Detect Anomalies in Game Transactions with ML and Sagemaker","https://explore.skillbuilder.aws/learn/course/external/view/elearning/440/detect-anomalies-in-game-transactions-with-ml-and-sagemaker","30m 00s","5.0"
"SaaS Business Fundamentals","https://explore.skillbuilder.aws/learn/course/external/view/elearning/439/saas-business-fundamentals","1h 30m","5.0"
"Amazon Aurora MySQL - Migration","https://explore.skillbuilder.aws/learn/course/external/view/elearning/438/amazon-aurora-mysql-migration","20m 00s","4.0"
"Amazon Quantum Ledger Database (QLDB) Service Introduction","https://explore.skillbuilder.aws/learn/course/external/view/elearning/427/amazon-quantum-ledger-database-qldb-service-introduction","10m 00s","5.0"
"Introduction to AWS Inferentia and Amazon EC2 Inf1 Instances","https://explore.skillbuilder.aws/learn/course/external/view/elearning/426/introduction-to-aws-inferentia-and-amazon-ec2-inf1-instances","15m 00s","5.0"
"Amazon Honeycode Essentials","https://explore.skillbuilder.aws/learn/course/external/view/elearning/423/amazon-honeycode-essentials","20m 00s","5.0"
"AWS Foundations: Strategies and Tools to Perform Large-Scale Migrations","https://explore.skillbuilder.aws/learn/course/external/view/elearning/419/aws-foundations-strategies-and-tools-to-perform-large-scale-migrations","1h 00m","5.0"
"Introduction to AWS Global Accelerator","https://explore.skillbuilder.aws/learn/course/external/view/elearning/398/introduction-to-aws-global-accelerator","08m 00s","5.0"
"Amazon Aurora Service Primer","https://explore.skillbuilder.aws/learn/course/external/view/elearning/394/amazon-aurora-service-primer","20m 00s","5.0"
"Amazon Aurora Service Introduction","https://explore.skillbuilder.aws/learn/course/external/view/elearning/393/amazon-aurora-service-introduction","05m 00s","4.0"
"IoT Foundation: Predictive Maintenance","https://explore.skillbuilder.aws/learn/course/external/view/elearning/391/iot-foundation-predictive-maintenance","2h 00m","5.0"
"Amazon ElastiCache Service Primer","https://explore.skillbuilder.aws/learn/course/external/view/elearning/389/amazon-elasticache-service-primer","20m 00s","5.0"
"Demystifying AI/ML/DL","https://explore.skillbuilder.aws/learn/course/external/view/elearning/385/demystifying-aimldl","45m 00s","5.0"
"Introduction to Amazon Kinesis Data Analytics for Java Applications","https://explore.skillbuilder.aws/learn/course/external/view/elearning/384/introduction-to-amazon-kinesis-data-analytics-for-java-applications","15m 00s","5.0"
"Amazon Neptune Service Introduction","https://explore.skillbuilder.aws/learn/course/external/view/elearning/379/amazon-neptune-service-introduction","05m 00s","5.0"
"AWS Managed Services (AMS): Incident Management Overview","https://explore.skillbuilder.aws/learn/course/external/view/elearning/376/aws-managed-services-ams-incident-management-overview","10h 00m","5.0"
"PostgreSQL Fundamentals","https://explore.skillbuilder.aws/learn/course/external/view/elearning/372/postgresql-fundamentals","20m 00s","5.0"
"Amazon RDS Service Introduction","https://explore.skillbuilder.aws/learn/course/external/view/elearning/370/amazon-rds-service-introduction","05m 00s","5.0"
"Amazon DocumentDB Service Introduction","https://explore.skillbuilder.aws/learn/course/external/view/elearning/366/amazon-documentdb-service-introduction","05m 00s","4.0"
"AWS Managed Services (AMS): Security Management Overview","https://explore.skillbuilder.aws/learn/course/external/view/elearning/363/aws-managed-services-ams-security-management-overview","4h 30m","5.0"
"Introduction to Decoupled Applications","https://explore.skillbuilder.aws/learn/course/external/view/elearning/362/introduction-to-decoupled-applications","20m 00s","4.0"
"AWS SaaS Factory Architecture Track: SaaS Identity and Onboarding","https://explore.skillbuilder.aws/learn/course/external/view/elearning/361/aws-saas-factory-architecture-track-saas-identity-and-onboarding","1h 00m","5.0"
"Introduction to Amazon Route 53 Resolver","https://explore.skillbuilder.aws/learn/course/external/view/elearning/355/introduction-to-amazon-route-53-resolver","1h 10m","5.0"
"Amazon Redshift Service Primer","https://explore.skillbuilder.aws/learn/course/external/view/elearning/354/amazon-redshift-service-primer","20m 00s","5.0"
"Machine Learning for Business Challenges","https://explore.skillbuilder.aws/learn/course/external/view/elearning/349/machine-learning-for-business-challenges","1h 00m","5.0"
"Introduction to AWS Ground Station","https://explore.skillbuilder.aws/learn/course/external/view/elearning/345/introduction-to-aws-ground-station","1h 10m","5.0"
"AWS Managed Services (AMS): Change Management Overview","https://explore.skillbuilder.aws/learn/course/external/view/elearning/337/aws-managed-services-ams-change-management-overview","14h 00m","5.0"
"Introduction to Amazon SageMaker Ground Truth","https://explore.skillbuilder.aws/learn/course/external/view/elearning/335/introduction-to-amazon-sagemaker-ground-truth","10m 00s","5.0"
"Network Ninja to Cloud Ninja","https://explore.skillbuilder.aws/learn/course/external/view/elearning/328/network-ninja-to-cloud-ninja","30m 00s","5.0"
"Amazon DynamoDB Service Introduction","https://explore.skillbuilder.aws/learn/course/external/view/elearning/326/amazon-dynamodb-service-introduction","05m 00s","5.0"
"Exploring the Machine Learning Toolset","https://explore.skillbuilder.aws/learn/course/external/view/elearning/325/exploring-the-machine-learning-toolset","20m 00s","5.0"
"Amazon DynamoDB Service Primer","https://explore.skillbuilder.aws/learn/course/external/view/elearning/324/amazon-dynamodb-service-primer","20m 00s","5.0"
"Amazon Neptune Service Primer","https://explore.skillbuilder.aws/learn/course/external/view/elearning/317/amazon-neptune-service-primer","20m 00s","5.0"
"AWS Managed Services (AMS): Access Management","https://explore.skillbuilder.aws/learn/course/external/view/elearning/316/aws-managed-services-ams-access-management","4h 30m","5.0"
"Introduction to IoT Device Defender","https://explore.skillbuilder.aws/learn/course/external/view/elearning/310/introduction-to-iot-device-defender","20m 00s","5.0"
"Machine Learning for Leaders","https://explore.skillbuilder.aws/learn/course/external/view/elearning/309/machine-learning-for-leaders","1h 10m","5.0"
"Introduction to Amazon Elastic Inference","https://explore.skillbuilder.aws/learn/course/external/view/elearning/303/introduction-to-amazon-elastic-inference","10m 00s","5.0"
"The Machine Learning Process","https://explore.skillbuilder.aws/learn/course/external/view/elearning/294/the-machine-learning-process","1h 00m","5.0"
"Introduction to Amazon SageMaker Neo","https://explore.skillbuilder.aws/learn/course/external/view/elearning/293/introduction-to-amazon-sagemaker-neo","10m 00s","5.0"
"Introduction to Amazon Comprehend Medical","https://explore.skillbuilder.aws/learn/course/external/view/elearning/288/introduction-to-amazon-comprehend-medical","1h 10m","5.0"
"Amazon RDS Service Primer","https://explore.skillbuilder.aws/learn/course/external/view/elearning/287/amazon-rds-service-primer","20m 00s","5.0"
"AWS Managed Services Console Walkthrough","https://explore.skillbuilder.aws/learn/course/external/view/elearning/286/aws-managed-services-console-walkthrough","15m 00s","5.0"
"IoT Microcontrollers: Onboarding a Raspberry Pi using Raspbian","https://explore.skillbuilder.aws/learn/course/external/view/elearning/285/iot-microcontrollers-onboarding-a-raspberry-pi-using-raspbian","4h 20m","5.0"
"Amazon Redshift Service Introduction","https://explore.skillbuilder.aws/learn/course/external/view/elearning/283/amazon-redshift-service-introduction","05m 00s","5.0"
"Amazon ElastiCache Service Introduction","https://explore.skillbuilder.aws/learn/course/external/view/elearning/281/amazon-elasticache-service-introduction","05m 00s","5.0"
"Amazon DocumentDB Service Primer","https://explore.skillbuilder.aws/learn/course/external/view/elearning/278/amazon-documentdb-service-primer","20m 00s","5.0"
"AWS Managed Services (AMS): Patch Management Overview","https://explore.skillbuilder.aws/learn/course/external/view/elearning/277/aws-managed-services-ams-patch-management-overview","10h 00m","5.0"
"Introduction to Amazon CloudWatch Logs Insights","https://explore.skillbuilder.aws/learn/course/external/view/elearning/265/introduction-to-amazon-cloudwatch-logs-insights","13m 00s","5.0"
"Introduction to AWS Marketplace - Machine Learning Category","https://explore.skillbuilder.aws/learn/course/external/view/elearning/264/introduction-to-aws-marketplace-machine-learning-category","10m 00s","5.0"
"Deploying and Scaling Applications with Amazon Lightsail","https://explore.skillbuilder.aws/learn/course/external/view/elearning/262/deploying-and-scaling-applications-with-amazon-lightsail","1h 30m","5.0"
"Introduction to Amazon Polly","https://explore.skillbuilder.aws/learn/course/external/view/elearning/259/introduction-to-amazon-polly","10m 00s","5.0"
"Introduction to AWS Batch","https://explore.skillbuilder.aws/learn/course/external/view/elearning/258/introduction-to-aws-batch","15m 00s","5.0"
"Instance Isolation with Elastic Network Interfaces","https://explore.skillbuilder.aws/learn/course/external/view/elearning/257/instance-isolation-with-elastic-network-interfaces","1h 10m","5.0"
"AWS Mobile Service Overview","https://explore.skillbuilder.aws/learn/course/external/view/elearning/256/aws-mobile-service-overview","05m 00s","5.0"
"Introduction to AWS Service Catalog","https://explore.skillbuilder.aws/learn/course/external/view/elearning/255/introduction-to-aws-service-catalog","10m 00s","5.0"
"Introduction to AWS Management Console","https://explore.skillbuilder.aws/learn/course/external/view/elearning/253/introduction-to-aws-management-console","20m 00s","5.0"
"Introduction to AWS Marketplace","https://explore.skillbuilder.aws/learn/course/external/view/elearning/252/introduction-to-aws-marketplace","11m 00s","5.0"
"Introduction to Amazon Translate","https://explore.skillbuilder.aws/learn/course/external/view/elearning/251/introduction-to-amazon-translate","09m 00s","5.0"
"Introduction to Amazon Lex","https://explore.skillbuilder.aws/learn/course/external/view/elearning/249/introduction-to-amazon-lex","10m 00s","5.0"
"Introduction to AWS Device Farm","https://explore.skillbuilder.aws/learn/course/external/view/elearning/248/introduction-to-aws-device-farm","2h 10m","5.0"
"Introduction to Amazon Rekognition","https://explore.skillbuilder.aws/learn/course/external/view/elearning/247/introduction-to-amazon-rekognition","1h 10m","5.0"
"Introduction to Amazon Mechanical Turk","https://explore.skillbuilder.aws/learn/course/external/view/elearning/245/introduction-to-amazon-mechanical-turk","07m 00s","5.0"
"AWS Marketplace Overview","https://explore.skillbuilder.aws/learn/course/external/view/elearning/244/aws-marketplace-overview","1h 10m","4.0"
"Introduction to AWS Mobile Hub","https://explore.skillbuilder.aws/learn/course/external/view/elearning/243/introduction-to-aws-mobile-hub","10m 00s","5.0"
"Introduction to Amazon EC2 Systems Manager","https://explore.skillbuilder.aws/learn/course/external/view/elearning/241/introduction-to-amazon-ec2-systems-manager","10m 00s","5.0"
"Introduction to Amazon SageMaker","https://explore.skillbuilder.aws/learn/course/external/view/elearning/240/introduction-to-amazon-sagemaker","13m 00s","5.0"
"AWS Messaging Services Overview","https://explore.skillbuilder.aws/learn/course/external/view/elearning/239/aws-messaging-services-overview","05m 00s","5.0"
"Introduction to Dedicated Instances","https://explore.skillbuilder.aws/learn/course/external/view/elearning/238/introduction-to-dedicated-instances","15m 00s","5.0"
"AWS IoT: Visual Walkthrough","https://explore.skillbuilder.aws/learn/course/external/view/elearning/236/aws-iot-visual-walkthrough","1h 10m","4.0"
"Introduction to AWS Trusted Advisor","https://explore.skillbuilder.aws/learn/course/external/view/elearning/234/introduction-to-aws-trusted-advisor","10m 00s","5.0"
"Introduction to Amazon Elastic Container Service","https://explore.skillbuilder.aws/learn/course/external/view/elearning/233/introduction-to-amazon-elastic-container-service","10m 00s","5.0"
"Introduction to Amazon API Gateway","https://explore.skillbuilder.aws/learn/course/external/view/elearning/232/introduction-to-amazon-api-gateway","10m 00s","5.0"
"Introduction to AWS IoT Device Management","https://explore.skillbuilder.aws/learn/course/external/view/elearning/231/introduction-to-aws-iot-device-management","1h 10m","5.0"
"Introduction to Amazon Pinpoint","https://explore.skillbuilder.aws/learn/course/external/view/elearning/230/introduction-to-amazon-pinpoint","10m 00s","4.0"
"Introduction to Amazon WorkDocs","https://explore.skillbuilder.aws/learn/course/external/view/elearning/229/introduction-to-amazon-workdocs","10m 00s","5.0"
"AWS Application Services Overview","https://explore.skillbuilder.aws/learn/course/external/view/elearning/228/aws-application-services-overview","05m 00s","5.0"
"Introduction to AWS IoT","https://explore.skillbuilder.aws/learn/course/external/view/elearning/226/introduction-to-aws-iot","1h 10m","5.0"
"Introduction to Amazon Simple Workflow","https://explore.skillbuilder.aws/learn/course/external/view/elearning/225/introduction-to-amazon-simple-workflow","10m 00s","5.0"
"Introduction to Amazon Transcribe","https://explore.skillbuilder.aws/learn/course/external/view/elearning/224/introduction-to-amazon-transcribe","10m 00s","5.0"
"Introduction to AWS Command Line Interface (CLI)","https://explore.skillbuilder.aws/learn/course/external/view/elearning/223/introduction-to-aws-command-line-interface-cli","10m 00s","5.0"
"Introduction to AWS OpsWorks Stacks","https://explore.skillbuilder.aws/learn/course/external/view/elearning/221/introduction-to-aws-opsworks-stacks","10m 00s","5.0"
"AWS SaaS Factory Architecture Track: Multi-Tenant Data Partitioning","https://explore.skillbuilder.aws/learn/course/external/view/elearning/220/aws-saas-factory-architecture-track-multi-tenant-data-partitioning","1h 00m","5.0"
"Introduction to AWS Organizations","https://explore.skillbuilder.aws/learn/course/external/view/elearning/219/introduction-to-aws-organizations","06m 00s","5.0"
"Introduction to Amazon Cloud Directory","https://explore.skillbuilder.aws/learn/course/external/view/elearning/218/introduction-to-amazon-cloud-directory","10m 00s","5.0"
"IoT Edge Computing: Introduction to Amazon FreeRTOS","https://explore.skillbuilder.aws/learn/course/external/view/elearning/217/iot-edge-computing-introduction-to-amazon-freertos","10m 00s","5.0"
"Understanding Placement Groups","https://explore.skillbuilder.aws/learn/course/external/view/elearning/215/understanding-placement-groups","10m 00s","5.0"
"AWS SaaS Factory Architecture Track: Tenant Isolation","https://explore.skillbuilder.aws/learn/course/external/view/elearning/213/aws-saas-factory-architecture-track-tenant-isolation","40m 00s","5.0"
"Introduction to Amazon Macie","https://explore.skillbuilder.aws/learn/course/external/view/elearning/212/introduction-to-amazon-macie","10m 00s","5.0"
"Introduction to Amazon Simple Notification Service (SNS)","https://explore.skillbuilder.aws/learn/course/external/view/elearning/211/introduction-to-amazon-simple-notification-service-sns","10m 00s","4.0"
"Getting Started with AWS IoT Greengrass","https://explore.skillbuilder.aws/learn/course/external/view/elearning/208/getting-started-with-aws-iot-greengrass","40m 00s","5.0"
"Introduction to AWS Application Discovery Service","https://explore.skillbuilder.aws/learn/course/external/view/elearning/207/introduction-to-aws-application-discovery-service","20m 00s","5.0"
"Subnets, Gateways, and Route Tables Explained","https://explore.skillbuilder.aws/learn/course/external/view/elearning/206/subnets-gateways-and-route-tables-explained","17m 00s","5.0"
"Introduction to Amazon CloudWatch","https://explore.skillbuilder.aws/learn/course/external/view/elearning/203/introduction-to-amazon-cloudwatch","10m 00s","5.0"
"Introduction to AWS Mobile SDK","https://explore.skillbuilder.aws/learn/course/external/view/elearning/201/introduction-to-aws-mobile-sdk","10m 00s","4.0"
"Introduction to AWS OpsWorks for Chef Automate","https://explore.skillbuilder.aws/learn/course/external/view/elearning/200/introduction-to-aws-opsworks-for-chef-automate","10m 00s","4.0"
"AWS Compute Services Overview","https://explore.skillbuilder.aws/learn/course/external/view/elearning/199/aws-compute-services-overview","40m 00s","5.0"
"Introduction to Data Encryption","https://explore.skillbuilder.aws/learn/course/external/view/elearning/196/introduction-to-data-encryption","10m 00s","5.0"
"Introduction to Amazon Simple Queue Service (SQS)","https://explore.skillbuilder.aws/learn/course/external/view/elearning/195/introduction-to-amazon-simple-queue-service-sqs","1h 10m","5.0"
"Introduction to AWS CloudFormation","https://explore.skillbuilder.aws/learn/course/external/view/elearning/194/introduction-to-aws-cloudformation","10m 00s","5.0"
"Getting Started with AWS CloudTrail","https://explore.skillbuilder.aws/learn/course/external/view/elearning/193/getting-started-with-aws-cloudtrail","1h 00m","5.0"
"Introduction to AWS CodeStar","https://explore.skillbuilder.aws/learn/course/external/view/elearning/192/introduction-to-aws-codestar","1h 10m","5.0"
"Introduction to Amazon CloudWatch Logs","https://explore.skillbuilder.aws/learn/course/external/view/elearning/191/introduction-to-amazon-cloudwatch-logs","10m 00s","5.0"
"Introduction to Amazon Certificate Manager Private Certificate Authority","https://explore.skillbuilder.aws/learn/course/external/view/elearning/190/introduction-to-amazon-certificate-manager-private-certificate-authority","15m 00s","5.0"
"Introduction to the AWS Cloud Adoption Framework (CAF)","https://explore.skillbuilder.aws/learn/course/external/view/elearning/189/introduction-to-the-aws-cloud-adoption-framework-caf","45m 00s","5.0"
"Introduction to AWS Artifact","https://explore.skillbuilder.aws/learn/course/external/view/elearning/187/introduction-to-aws-artifact","1h 10m","5.0"
"Introduction to AWS Security Token Services (STS)","https://explore.skillbuilder.aws/learn/course/external/view/elearning/186/introduction-to-aws-security-token-services-sts","20m 00s","4.0"
"Introduction to Amazon Inspector","https://explore.skillbuilder.aws/learn/course/external/view/elearning/185/introduction-to-amazon-inspector","15m 00s","5.0"
"Introduction to AWS Elastic Beanstalk","https://explore.skillbuilder.aws/learn/course/external/view/elearning/184/introduction-to-aws-elastic-beanstalk","10m 00s","5.0"
"Introduction to Amazon Elastic Container Registry","https://explore.skillbuilder.aws/learn/course/external/view/elearning/183/introduction-to-amazon-elastic-container-registry","10m 00s","5.0"
"Intro to Healthcare and Life Sciences (HCLS) Compliance on AWS","https://explore.skillbuilder.aws/learn/course/external/view/elearning/182/intro-to-healthcare-and-life-sciences-hcls-compliance-on-aws","15m 00s","5.0"
"Introduction to Amazon Kinesis Streams","https://explore.skillbuilder.aws/learn/course/external/view/elearning/157/introduction-to-amazon-kinesis-streams","11m 00s","5.0"
"Job Roles in the Cloud","https://explore.skillbuilder.aws/learn/course/external/view/elearning/156/job-roles-in-the-cloud","30m 00s","5.0"
"AWS Shared Responsibility Model","https://explore.skillbuilder.aws/learn/course/external/view/elearning/155/aws-shared-responsibility-model","05m 00s","5.0"
"Introduction to AWS IoT Analytics","https://explore.skillbuilder.aws/learn/course/external/view/elearning/153/introduction-to-aws-iot-analytics","30m 00s","5.0"
"Introduction to Amazon Athena","https://explore.skillbuilder.aws/learn/course/external/view/elearning/152/introduction-to-amazon-athena","10m 00s","5.0"
"Introduction to Amazon FSx for Windows File Server","https://explore.skillbuilder.aws/learn/course/external/view/elearning/140/introduction-to-amazon-fsx-for-windows-file-server","1h 20m","5.0"
"Introduction to Amazon Quicksight","https://explore.skillbuilder.aws/learn/course/external/view/elearning/137/introduction-to-amazon-quicksight","18m 00s","5.0"
"Introduction to Amazon Elastic MapReduce (EMR)","https://explore.skillbuilder.aws/learn/course/external/view/elearning/135/introduction-to-amazon-elastic-mapreduce-emr","15m 00s","5.0"
"AWS Cloud Practitioner Essentials","https://explore.skillbuilder.aws/learn/course/external/view/elearning/134/aws-cloud-practitioner-essentials","6h 00m","5.0"
"Introduction to Amazon FSx for Lustre","https://explore.skillbuilder.aws/learn/course/external/view/elearning/132/introduction-to-amazon-fsx-for-lustre","1h 10m","5.0"
"Introduction to Amazon Kinesis Analytics","https://explore.skillbuilder.aws/learn/course/external/view/elearning/131/introduction-to-amazon-kinesis-analytics","07m 00s","5.0"
"AWS Billing and Cost Management","https://explore.skillbuilder.aws/learn/course/external/view/elearning/129/aws-billing-and-cost-management","06m 00s","5.0"
"Introduction to AWS Auto Scaling","https://explore.skillbuilder.aws/learn/course/external/view/elearning/124/introduction-to-aws-auto-scaling","17m 00s","5.0"
"Introduction to AWS CodeBuild","https://explore.skillbuilder.aws/learn/course/external/view/elearning/123/introduction-to-aws-codebuild","10m 00s","5.0"
"AWS Development Tools Services Overview","https://explore.skillbuilder.aws/learn/course/external/view/elearning/122/aws-development-tools-services-overview","05m 00s","5.0"
"Introduction to AWS Identity and Access Management (IAM)","https://explore.skillbuilder.aws/learn/course/external/view/elearning/120/introduction-to-aws-identity-and-access-management-iam","07m 00s","5.0"
"AWS Foundations: Machine Learning Basics","https://explore.skillbuilder.aws/learn/course/external/view/elearning/118/aws-foundations-machine-learning-basics","30m 00s","5.0"
"AWS Elemental Live - Foundations","https://explore.skillbuilder.aws/learn/course/external/view/elearning/112/aws-elemental-live-foundations","2h 00m","5.0"
"Getting into the Serverless Mindset","https://explore.skillbuilder.aws/learn/course/external/view/elearning/105/getting-into-the-serverless-mindset","30m 00s","5.0"
"Getting Started with AWS Security, Identity, and Compliance","https://explore.skillbuilder.aws/learn/course/external/view/elearning/101/getting-started-with-aws-security-identity-and-compliance","3h 00m","5.0"
"AWS Lambda Foundations","https://explore.skillbuilder.aws/learn/course/external/view/elearning/99/aws-lambda-foundations","2h 00m","5.0"
"Getting Started with .NET on AWS","https://explore.skillbuilder.aws/learn/course/external/view/elearning/92/getting-started-with-net-on-aws","1h 30m","5.0"
"Amazon Aurora MySQL - Basics","https://explore.skillbuilder.aws/learn/course/external/view/elearning/86/amazon-aurora-mysql-basics","15m 00s","5.0"
"Authentication and Authorization with AWS Identity and Access Management","https://explore.skillbuilder.aws/learn/course/external/view/elearning/85/authentication-and-authorization-with-aws-identity-and-access-management","15m 00s","5.0"
"Introduction to EC2 Auto Scaling","https://explore.skillbuilder.aws/learn/course/external/view/elearning/84/introduction-to-ec2-auto-scaling","10m 00s","5.0"
"Introduction to AWS CodeCommit","https://explore.skillbuilder.aws/learn/course/external/view/elearning/82/introduction-to-aws-codecommit","15m 00s","5.0"
"Introduction to AWS Fargate","https://explore.skillbuilder.aws/learn/course/external/view/elearning/81/introduction-to-aws-fargate","10m 00s","5.0"
"Introduction to Amazon Virtual Private Cloud (VPC)","https://explore.skillbuilder.aws/learn/course/external/view/elearning/79/introduction-to-amazon-virtual-private-cloud-vpc","07m 00s","5.0"
"Introduction to Amazon Direct Connect","https://explore.skillbuilder.aws/learn/course/external/view/elearning/78/introduction-to-amazon-direct-connect","10m 00s","5.0"
"Introduction to AWS CodePipeline","https://explore.skillbuilder.aws/learn/course/external/view/elearning/76/introduction-to-aws-codepipeline","1h 10m","5.0"
"Introduction to AWS X-Ray","https://explore.skillbuilder.aws/learn/course/external/view/elearning/71/introduction-to-aws-x-ray","07m 00s","5.0"
"Deep Dive into DocumentDB","https://explore.skillbuilder.aws/learn/course/external/view/elearning/68/deep-dive-into-documentdb","30m 00s","5.0"
"Amazon DynamoDB for Serverless Architectures","https://explore.skillbuilder.aws/learn/course/external/view/elearning/67/amazon-dynamodb-for-serverless-architectures","2h 00m","5.0"
"Introduction to Database Migration","https://explore.skillbuilder.aws/learn/course/external/view/elearning/65/introduction-to-database-migration","45m 00s","5.0"
"Amazon Route 53 - Amazon Route 53 - Basics","https://explore.skillbuilder.aws/learn/course/external/view/elearning/63/amazon-route-53-amazon-route-53-basics","20m 00s","5.0"
"AWS Database Offerings","https://explore.skillbuilder.aws/learn/course/external/view/elearning/61/aws-database-offerings","4h 00m","5.0"
"Introduction to AWS Data Pipeline","https://explore.skillbuilder.aws/learn/course/external/view/elearning/59/introduction-to-aws-data-pipeline","10m 00s","5.0"
"Amazon API Gateway for Serverless Applications","https://explore.skillbuilder.aws/learn/course/external/view/elearning/52/amazon-api-gateway-for-serverless-applications","2h 00m","5.0"
"Amazon DynamoDB – Architecture and Features","https://explore.skillbuilder.aws/learn/course/external/view/elearning/50/amazon-dynamodb-architecture-and-features","15m 00s","4.0"
"Introduction to Amazon Elastic Compute Cloud (EC2)","https://explore.skillbuilder.aws/learn/course/external/view/elearning/49/introduction-to-amazon-elastic-compute-cloud-ec2","09m 00s","5.0"
"Building Highly Connected Applications using Amazon Neptune","https://explore.skillbuilder.aws/learn/course/external/view/elearning/46/building-highly-connected-applications-using-amazon-neptune","30m 00s","5.0"
"Data Analytics Fundamentals","https://explore.skillbuilder.aws/learn/course/external/view/elearning/44/data-analytics-fundamentals","3h 30m","5.0"
"AWS Hadoop Fundamentals","https://explore.skillbuilder.aws/learn/course/external/view/elearning/43/aws-hadoop-fundamentals","1h 30m","5.0"
"Visualizing with QuickSight","https://explore.skillbuilder.aws/learn/course/external/view/elearning/41/visualizing-with-quicksight","4h 00m","5.0"
"Introduction to Serverless Development","https://explore.skillbuilder.aws/learn/course/external/view/elearning/37/introduction-to-serverless-development","25m 00s","5.0"
"Understanding CIDR Notation","https://explore.skillbuilder.aws/learn/course/external/view/elearning/35/understanding-cidr-notation","05m 00s","5.0"
"Introduction to Amazon Elastic Load Balancer - Application","https://explore.skillbuilder.aws/learn/course/external/view/elearning/30/introduction-to-amazon-elastic-load-balancer-application","15m 00s","5.0"
"Introduction to Amazon CloudFront","https://explore.skillbuilder.aws/learn/course/external/view/elearning/28/introduction-to-amazon-cloudfront","10m 00s","5.0"